statuses_count,followers_count,friends_count,favourite_count,listed_count,default_profile_binary,profile_use_background_image,verified,tweet_freq,followers_growth_rate,friends_growth_rate,favourites_growth_rate,listed_growth_rate,followers_friends_ratio,screen_name_length,num_digits_in_screen_name,name_length,num_digits_in_name,description_length,hashtags_per_post,urls_per_post,mentions_per_post,words_per_post,IS_BOT
21421 ,14401 ,602 ,15316 ,238 ,1,1,1,6.221609061864653,4.182689514957886,0.17484751670055185,4.448446122567528,0.06912576241649725,23.921926910299003,1,0,3,0,18,0.01,0.335,1.23,15.045,1
28 ,30 ,234 ,2 ,1 ,1,1,1,0.014418125643666324,0.015447991761071062,0.12049433573635428,0.0010298661174047373,0.0005149330587023687,0.1282051282051282,1,0,1,0,4,0.0,0.9642857142857143,0.14285714285714285,3.142857142857143,1
280 ,32 ,327 ,1436 ,0 ,1,1,1,0.27053140096618356,0.030917874396135265,0.3159420289855073,1.38743961352657,0.0,0.09785932721712538,1,0,2,0,12,0.025906735751295335,0.27461139896373055,0.8341968911917098,17.295336787564768,0
1059 ,47 ,411 ,6317 ,0 ,1,1,1,0.703187250996016,0.031208499335989376,0.2729083665338645,4.194555112881806,0.0,0.11435523114355231,1,1,1,1,3,0.36,0.54,1.06,12.14,1
54504 ,169781 ,166093 ,2891 ,252 ,1,1,1,13.872232120132349,43.21226775260881,42.27360651565284,0.7358106388393993,0.06413845762280479,1.0222044276399367,1,0,1,0,3,0.47,0.22,1.265,13.53,1
894 ,271 ,135 ,53974 ,0 ,1,1,1,0.3952254641909814,0.1198054818744474,0.05968169761273209,23.861184792219277,0.0,2.0074074074074075,1,0,1,0,2,0.1377551020408163,0.22959183673469388,0.7755102040816326,14.98469387755102,1
73214 ,3614 ,3168 ,38885 ,6 ,1,1,1,18.672277480234634,0.9217036470288191,0.8079571537872992,9.917112981382301,0.001530221882172915,1.1407828282828283,1,0,3,0,13,0.046875,0.3645833333333333,1.0729166666666667,14.083333333333334,1
45174 ,1814 ,1267 ,18337 ,2 ,1,1,1,11.645784996133024,0.4676463005929363,0.3266305748904357,4.727249291054395,0.0005155968032998196,1.431728492501973,1,1,3,1,10,0.04040404040404041,0.2222222222222222,0.37373737373737376,8.606060606060606,0
7 ,24 ,88 ,19 ,0 ,1,1,1,0.002936241610738255,0.010067114093959731,0.03691275167785235,0.007969798657718121,0.0,0.2727272727272727,1,4,2,0,0,1.0,1.0,0.8571428571428571,12.571428571428571,1
311 ,12 ,192 ,4 ,0 ,1,1,1,0.07179132040627885,0.002770083102493075,0.0443213296398892,0.0009233610341643582,0.0,0.0625,1,0,3,0,1,0.005,0.795,0.12,10.815,1
38907 ,1124 ,1264 ,6044 ,0 ,1,1,1,9.902519725120897,0.28607788241282767,0.3217103588699415,1.5383049121913972,0.0,0.8892405063291139,1,0,1,0,11,0.01507537688442211,0.20100502512562815,0.6482412060301508,13.206030150753769,1
37862 ,1351425 ,634 ,10822 ,11984 ,1,1,1,8.848329048843187,315.82729609721895,0.1481654592194438,2.529095583080159,2.8006543584949757,2131.585173501577,1,0,3,0,14,1.2,0.815,0.67,35.305,0
27912 ,18334 ,1151 ,17447 ,459 ,1,1,1,5.9858460218743295,3.931803559939953,0.24683680034312674,3.741582672099507,0.09843448423761526,15.928757602085144,1,0,2,0,26,0.125,0.315,1.095,23.135,0
31 ,37 ,96 ,1097 ,0 ,1,1,1,0.039190897597977246,0.04677623261694058,0.1213653603034134,1.3868520859671303,0.0,0.3854166666666667,1,0,2,0,1,0.0,0.16666666666666666,0.9333333333333333,3.2333333333333334,0
206339 ,8941 ,920 ,49960 ,110 ,1,1,1,46.03726015171798,1.994868362338242,0.20526550647032574,11.146809460062473,0.024542614904060688,9.718478260869565,1,0,1,0,5,0.020202020202020204,0.31313131313131315,0.6414141414141414,10.5,1
5007 ,2574 ,2067 ,8795 ,1 ,1,1,1,1.2461423593827774,0.6406172224987556,0.5144350423096068,2.188899950223992,0.00024888003982080636,1.2452830188679245,1,2,2,0,4,0.0,0.5408163265306123,0.5459183673469388,8.494897959183673,0
39 ,11 ,191 ,20 ,0 ,1,1,1,0.03967446592065107,0.011190233977619531,0.1943031536113937,0.02034587995930824,0.0,0.05759162303664921,1,3,3,0,0,0.20512820512820512,0.48717948717948717,0.8974358974358975,4.051282051282051,0
719 ,409 ,474 ,23 ,9 ,1,1,1,0.2306705165222971,0.1312159127366057,0.15206929740134745,0.007378889958293231,0.0028873917228103944,0.8628691983122363,1,0,3,0,29,0.945,1.57,0.05,20.29,1
13982 ,7847 ,570 ,2280 ,58 ,1,1,1,3.249360910992331,1.8236114338833371,0.13246572158958866,0.5298628863583547,0.013478968161747618,13.766666666666667,1,0,2,0,13,0.21,0.225,2.255,15.07,1
9236 ,102 ,191 ,184 ,4 ,1,1,1,2.3400050671395998,0.025842411958449454,0.04839118317709653,0.04661768431720294,0.0010134279199391944,0.5340314136125655,1,2,3,0,13,0.3768844221105528,0.11055276381909548,0.135678391959799,9.030150753768844,0
620 ,445 ,1058 ,1443 ,0 ,1,1,1,0.7037457434733257,0.5051078320090806,1.2009080590238366,1.637911464245176,0.0,0.42060491493383745,1,8,2,0,12,0.2562814070351759,0.40703517587939697,1.3467336683417086,16.984924623115578,1
19920 ,462 ,297 ,8918 ,0 ,1,1,1,7.600152613506295,0.17626859977107975,0.11331552842426555,3.4025181228538726,0.0,1.5555555555555556,1,1,1,0,15,0.005076142131979695,0.19796954314720813,0.751269035532995,15.97969543147208,1
117232 ,71965 ,25663 ,2013 ,39 ,1,1,1,25.873317148532333,15.882807327300817,5.663871110130214,0.44427278746413595,0.008607371441182963,2.804231773370222,1,1,1,0,2,0.0,0.1,0.115,8.39,0
2 ,80 ,358 ,4 ,0 ,1,1,1,0.0008830022075055188,0.03532008830022075,0.15805739514348785,0.0017660044150110375,0.0,0.22346368715083798,1,2,2,0,0,0.0,0.0,1.0,17.0,1
797 ,692 ,3226 ,71186 ,4 ,1,1,1,0.2693477526191281,0.23386279148360933,1.090233186887462,24.05745184183846,0.0013518080432578573,0.21450712957222567,1,2,2,0,8,0.2074074074074074,0.7481481481481481,1.0814814814814815,12.437037037037037,1
3216 ,297 ,292 ,2 ,5 ,1,1,1,0.8774897680763983,0.0810368349249659,0.07967257844474761,0.0005457025920873125,0.001364256480218281,1.0171232876712328,1,4,1,4,28,0.15,0.995,0.01,2.735,1
276 ,1773 ,1481 ,33 ,10 ,1,1,1,0.12449255751014884,0.7997293640054127,0.6680198466396031,0.014884979702300407,0.0045105999097880016,1.1971640783254558,1,0,1,0,21,0.74,0.545,0.385,9.715,1
1829 ,409751 ,0 ,113 ,854 ,1,1,1,0.4432864760058168,99.30950072709646,0.0,0.027387300048473097,0.2069801260300533,0,1,0,2,0,12,0.0,1.0,0.0,1.0,0
6324 ,17566 ,2418 ,1194 ,49 ,1,1,1,1.5290135396518376,4.247098646034816,0.5846228239845261,0.28868471953578334,0.011847195357833656,7.2646815550041355,1,0,2,0,15,0.61,0.495,2.26,12.35,0
12 ,180 ,1493 ,1 ,1 ,1,1,1,0.0044362292051756,0.066543438077634,0.5519408502772644,0.0003696857670979667,0.0003696857670979667,0.12056262558606833,1,3,2,0,0,0.4166666666666667,0.6666666666666666,0.5,5.416666666666667,1
42439 ,2541 ,685 ,20336 ,3 ,1,1,1,15.049290780141844,0.9010638297872341,0.2429078014184397,7.211347517730497,0.0010638297872340426,3.7094890510948906,1,1,1,0,1,0.015228426395939087,0.10152284263959391,0.8527918781725888,12.715736040609137,0
5132 ,14238 ,1044 ,146 ,336 ,1,1,1,1.0912183712523922,3.0274293004465234,0.2219859664044227,0.03104401445885605,0.07144375930257282,13.637931034482758,1,4,1,4,22,0.945,0.815,1.71,24.725,0
142 ,151 ,2825 ,120 ,0 ,1,1,1,0.09692832764505119,0.10307167235494881,1.9283276450511946,0.08191126279863481,0.0,0.05345132743362832,1,5,2,0,0,3.8380281690140845,1.3380281690140845,1.2535211267605635,25.02112676056338,1
324119 ,23712 ,23482 ,2500 ,1997 ,1,1,1,87.90859777596962,6.431244914564687,6.368863574721996,0.6780580417683754,0.5416327637645783,1.0097947363938335,1,1,1,1,15,0.86,0.54,1.13,19.01,1
7650 ,3413307 ,2113 ,306 ,24580 ,1,1,1,1.5097690941385435,673.6346950858497,0.4170120386816657,0.06039076376554174,4.8509966449575685,1615.3842877425461,1,0,2,0,8,0.73,1.33,1.43,22.14,0
16714 ,3749 ,2205 ,1104 ,49 ,1,1,1,6.215693566381555,1.3941985868352547,0.8200074377091856,0.4105615470435106,0.01822238750464857,1.7002267573696146,1,0,3,0,27,0.0,1.965,0.035,27.235,1
3944 ,6089 ,420 ,10023 ,119 ,1,1,1,1.3966005665722379,2.1561614730878187,0.14872521246458922,3.5492209631728047,0.042138810198300285,14.497619047619047,1,0,1,0,19,0.555,0.37,1.325,18.25,1
1821 ,17166 ,430 ,792 ,197 ,1,1,1,0.4677626509118931,4.409452864115078,0.11045466221423067,0.20344207552016438,0.05060364757256614,39.92093023255814,1,0,2,0,2,0.155,0.51,1.35,13.655,0
8306 ,585 ,370 ,13262 ,0 ,1,1,1,1.861914368975566,0.13113651647612642,0.0829410446088321,2.972876036763058,0.0,1.5810810810810811,1,0,2,0,0,0.225130890052356,0.837696335078534,1.2041884816753927,12.612565445026178,0
36714 ,481998 ,967 ,8749 ,699 ,1,1,1,7.903982777179763,103.76706135629709,0.20818083961248654,1.8835306781485468,0.1504843918191604,498.4467425025853,1,0,2,0,18,0.78,0.16,0.8,23.215,0
8788 ,8844 ,2073 ,10473 ,254 ,1,1,1,1.8022969647251845,1.8137817883511074,0.425143560295324,2.1478671041837574,0.052091878589007386,4.266280752532562,1,0,2,0,12,0.38,0.585,1.24,22.55,0
5061 ,162 ,1740 ,969 ,0 ,1,1,1,7.497777777777777,0.24,2.577777777777778,1.4355555555555555,0.0,0.09310344827586207,1,2,2,0,5,0.02,0.835,2.22,11.975,1
207570 ,130639 ,97395 ,79864 ,4005 ,1,1,1,45.03579952267303,28.344326318073335,21.13148188327186,17.327836840963332,0.8689520503362985,1.3413316905385286,1,0,2,0,21,0.37,0.45,1.365,12.21,0
210 ,806 ,326 ,287 ,43 ,1,1,1,0.07876969242310577,0.3023255813953488,0.12228057014253563,0.10765191297824456,0.016129032258064516,2.4723926380368098,1,0,1,0,13,0.615,0.965,1.935,18.26,1
18609 ,50338 ,706 ,27692 ,715 ,1,1,1,3.8070785597381342,10.298281505728314,0.1444353518821604,5.6653027823240585,0.14627659574468085,71.30028328611898,1,0,2,0,7,0.015,0.125,1.48,13.945,0
440 ,4127 ,1297 ,1857 ,101 ,1,1,1,0.10888393961890622,1.0212818609255134,0.32096015837663944,0.45953971789161097,0.024993813412521652,3.181958365458751,1,2,2,0,17,0.17,0.585,0.715,15.035,1
786 ,187 ,401 ,1266 ,0 ,1,1,1,1.312186978297162,0.3121869782971619,0.669449081803005,2.1135225375626043,0.0,0.46633416458852867,1,1,1,1,18,0.01,0.075,1.615,14.2,1
35499 ,904 ,1232 ,96751 ,4 ,1,1,1,7.420359531772576,0.18896321070234115,0.25752508361204013,20.223871237458194,0.0008361204013377926,0.7337662337662337,1,0,7,0,28,0.005,0.315,1.13,14.62,1
1972 ,55054 ,2 ,175 ,14 ,1,1,1,2.047767393561786,57.16926272066459,0.0020768431983385254,0.181723779854621,0.014537902388369679,27527.0,1,0,3,0,18,2.01,0.615,0.67,26.715,0
4947 ,1254 ,2617 ,8305 ,18 ,1,1,1,1.031484570475396,0.26146788990825687,0.5456630525437864,1.731651376146789,0.0037531276063386154,0.4791746274359954,1,2,2,0,8,0.075,0.265,1.905,19.735,1
60487 ,1172 ,875 ,71533 ,1 ,1,1,1,14.986868186323091,0.29038652130822595,0.216798810703667,17.723736372646183,0.0002477700693756194,1.3394285714285714,1,0,4,0,11,0.10050251256281408,0.33668341708542715,1.1557788944723617,18.79396984924623,1
27140 ,4509 ,876 ,53918 ,56 ,1,1,1,5.8403270927480095,0.9703034215622982,0.18850871530019367,11.602754465246395,0.012050785452980417,5.147260273972603,1,0,2,0,5,0.005050505050505051,0.3181818181818182,1.0808080808080809,16.606060606060606,1
1153 ,819 ,1005 ,165 ,32 ,1,1,1,0.2622242438025927,0.18626336138276098,0.22856493063452354,0.037525585626563565,0.00727768933363657,0.8149253731343283,1,0,2,0,11,0.6464646464646465,0.47474747474747475,1.5909090909090908,15.621212121212121,1
30196 ,188569 ,402 ,55311 ,304 ,1,1,1,9.273955773955773,57.91431203931204,0.12346437346437346,16.987407862407863,0.09336609336609336,469.0771144278607,1,0,2,0,22,0.49,0.6,3.255,18.145,1
18342 ,9538 ,9777 ,1660 ,2 ,1,1,1,22.232727272727274,11.56121212121212,11.850909090909092,2.012121212121212,0.0024242424242424242,0.9755548736831339,1,5,4,0,26,0.16,0.04,14.9,17.09,1
9430 ,123968 ,1131 ,4131 ,1558 ,1,1,1,2.1315551537070525,28.021699819168173,0.2556509945750452,0.9337703435804702,0.35216998191681737,109.60919540229885,1,0,2,0,21,0.03,0.54,1.135,21.095,0
37329 ,95683 ,4003 ,24110 ,1957 ,1,1,1,7.922113752122241,20.306239388794566,0.8495331069609507,5.116723259762309,0.4153225806451613,23.90282288283787,1,0,2,0,20,0.065,0.275,1.145,20.055,0
17411 ,3705 ,1975 ,0 ,106 ,1,1,1,3.997015610651974,0.8505509641873278,0.45339761248852156,0.0,0.024334251606978878,1.8759493670886076,1,0,2,0,21,0.01,1.255,0.995,9.245,1
29361 ,18208 ,19947 ,34131 ,23 ,1,1,1,14.858805668016194,9.214574898785425,10.094635627530364,17.272773279352226,0.011639676113360324,0.9128189702712187,1,0,1,0,9,0.2777777777777778,0.35353535353535354,5.126262626262626,19.62121212121212,1
16911 ,2719 ,783 ,44553 ,17 ,1,1,1,12.480442804428044,2.0066420664206643,0.5778597785977859,32.88044280442804,0.012546125461254613,3.472541507024266,1,0,1,0,11,0.135678391959799,0.135678391959799,0.8291457286432161,22.371859296482413,1
30976 ,20360 ,7115 ,106584 ,363 ,1,1,1,6.678740836567486,4.389823199655024,1.5340664079344546,22.98059508408797,0.07826649417852523,2.8615600843288824,1,0,2,0,16,0.04,0.375,1.085,17.075,0
14064 ,3956 ,289 ,48551 ,12 ,1,1,1,3.6605934409161893,1.0296720458094741,0.0752212389380531,12.636907860489329,0.0031233732431025507,13.688581314878892,1,0,1,0,6,0.010101010101010102,0.3383838383838384,1.5555555555555556,14.237373737373737,1
3 ,28 ,1760 ,0 ,1 ,1,1,1,0.0008733624454148472,0.008151382823871907,0.512372634643377,0.0,0.0002911208151382824,0.015909090909090907,1,1,2,0,9,0.3333333333333333,0.3333333333333333,0.6666666666666666,3.0,1
23033 ,4602 ,5040 ,15500 ,211 ,1,1,1,4.824675324675325,0.9639715123586091,1.0557184750733137,3.2467532467532467,0.04419773774612484,0.9130952380952381,1,0,2,0,16,0.2914572864321608,0.15577889447236182,1.4924623115577889,18.683417085427134,1
693 ,1019 ,619 ,317 ,19 ,1,1,1,0.157679180887372,0.23185437997724687,0.14084186575654153,0.07212741751990899,0.004323094425483504,1.6462035541195477,1,0,3,0,14,0.7,0.42,2.46,19.48,0
753 ,14 ,128 ,4427 ,0 ,1,1,1,0.4642416769420469,0.008631319358816275,0.07891491985203453,2.7293464858199754,0.0,0.109375,1,0,4,0,12,0.03076923076923077,0.27692307692307694,0.9076923076923077,13.03076923076923,1
9271 ,158982 ,407 ,231 ,2177 ,1,1,1,2.089945897204689,35.839044183949504,0.09174932371505862,0.05207394048692516,0.49075743913435527,390.6191646191646,1,0,3,0,19,0.82,0.78,1.215,26.36,0
850 ,89 ,1138 ,1768 ,1 ,1,1,1,0.24209626886926802,0.02534890344631159,0.32412418114497293,0.5035602392480775,0.0002848191398461977,0.07820738137082602,1,0,1,0,7,0.25906735751295334,0.2538860103626943,1.2020725388601037,16.927461139896373,1
374 ,223 ,253 ,605 ,4 ,1,1,1,0.10091743119266056,0.06017269293038316,0.0682676740420939,0.16324878575283325,0.0010793308148947653,0.8814229249011858,1,0,2,0,7,0.8402061855670103,0.5618556701030928,1.458762886597938,16.34020618556701,1
2648 ,11338 ,5174 ,2000 ,65 ,1,1,1,0.6646586345381527,2.8458835341365463,1.2986947791164658,0.5020080321285141,0.01631526104417671,2.1913413219945883,1,0,2,0,24,1.0151515151515151,0.5252525252525253,1.196969696969697,12.035353535353535,0
24656 ,19887 ,2039 ,12057 ,209 ,1,1,1,5.143095536086775,4.148310387984981,0.42532332081768875,2.5150187734668337,0.04359616186900292,9.753310446297204,1,0,3,0,22,0.845,0.945,1.52,21.43,1
187 ,206 ,1049 ,0 ,7 ,1,1,1,0.04257741347905283,0.046903460837887066,0.23884335154826958,0.0,0.0015938069216757742,0.19637750238322213,1,0,3,0,8,0.4385026737967914,0.9625668449197861,0.06951871657754011,11.224598930481283,1
4117 ,5515 ,358 ,7113 ,40 ,1,1,1,2.3606651376146788,3.1622706422018347,0.20527522935779816,4.07855504587156,0.022935779816513763,15.405027932960893,1,0,2,0,13,0.4,1.045,0.865,26.86,0
49982 ,9762 ,9368 ,6209 ,322 ,1,1,1,9.448393194706995,1.8453686200378072,1.7708884688090738,1.1737240075614366,0.06086956521739131,1.0420580700256192,1,0,1,0,15,1.145,1.04,1.925,11.735,1
4033 ,279 ,1018 ,809 ,6 ,1,1,1,0.8530033840947546,0.05901015228426396,0.2153130287648054,0.1711082910321489,0.0012690355329949238,0.27406679764243613,1,0,2,0,5,0.45077720207253885,0.49222797927461137,1.0932642487046633,17.797927461139896,0
4 ,1 ,82 ,5 ,0 ,1,1,1,0.003875968992248062,0.0009689922480620155,0.07945736434108527,0.0048449612403100775,0.0,0.012195121951219513,1,8,2,0,12,0.0,1.0,0.0,4.25,0
25763 ,219084 ,1 ,534 ,408 ,1,1,1,6.792248879514895,57.76008436593725,0.0002636435539151068,0.140785657790667,0.10756656999736357,219084.0,1,0,1,0,13,0.005,1.015,0.19,12.495,1
162 ,158 ,451 ,44 ,4 ,1,1,1,0.0760920620009394,0.0742132456552372,0.2118365429779239,0.020666979802724285,0.0018788163457022077,0.35033259423503327,1,0,1,0,22,0.7222222222222222,1.0555555555555556,1.3518518518518519,21.78395061728395,1
22 ,27 ,63 ,8 ,1 ,1,1,1,0.005025125628140704,0.0061671996345363175,0.014390132480584742,0.001827318410232983,0.00022841480127912289,0.42857142857142855,1,1,2,0,0,0.18181818181818182,0.045454545454545456,0.8636363636363636,22.59090909090909,1
373 ,606 ,4220 ,332 ,1 ,1,1,1,0.5712098009188361,0.9280245022970903,6.462480857580398,0.5084226646248086,0.0015313935681470138,0.14360189573459717,1,0,2,0,12,0.165,0.145,1.535,25.875,1
3529 ,1733 ,2619 ,17682 ,27 ,1,1,1,0.7626972120164254,0.37454073913983144,0.5660255024854117,3.821482602118003,0.005835314458612492,0.6617029400534555,1,0,2,0,22,0.185,0.28,1.555,21.44,1
106032 ,92471 ,1334 ,3882 ,657 ,1,1,1,23.806017063313874,20.761338123035475,0.29950606196677143,0.8715761113605748,0.14750785810507408,69.31859070464768,1,0,3,0,17,0.185,1.085,0.205,18.075,0
41661 ,321999 ,622 ,44520 ,4750 ,1,1,1,8.056662154322181,62.27016051053955,0.12028621156449429,8.609553277895959,0.9185844130729066,517.6832797427653,1,0,1,0,21,0.4,1.14,1.08,21.23,0
295 ,7665 ,42 ,264 ,50 ,1,1,1,0.36107711138310894,9.38188494492044,0.051407588739290085,0.32313341493268055,0.06119951040391677,182.5,1,0,4,0,10,0.945,0.9,0.575,27.74,0
1650 ,949 ,765 ,1293 ,12 ,1,1,1,0.3505417463352454,0.20161461652857446,0.16252390057361377,0.2746972594008923,0.0025493945188017845,1.2405228758169935,1,0,2,0,20,1.11,0.625,1.745,26.02,0
621 ,1475 ,2540 ,139 ,16 ,1,1,1,0.16765658747300216,0.3982181425485961,0.6857451403887689,0.037526997840172785,0.004319654427645789,0.5807086614173228,1,0,2,0,5,12.9,1.0,0.06,26.93,1
1478 ,1270 ,1258 ,853 ,4 ,1,1,1,0.768990634755463,0.6607700312174818,0.6545265348595213,0.44380853277835586,0.002081165452653486,1.0095389507154213,1,0,2,0,20,0.5,0.495,1.91,24.24,1
4830 ,1344 ,993 ,4215 ,62 ,1,1,1,2.111013986013986,0.5874125874125874,0.4340034965034965,1.8422202797202798,0.027097902097902096,1.353474320241692,1,0,3,0,19,1.2727272727272727,0.7929292929292929,1.4595959595959596,21.828282828282827,1
3367 ,2429 ,302 ,560 ,27 ,1,1,1,1.121212121212121,0.8088578088578089,0.10056610056610056,0.1864801864801865,0.008991008991008992,8.043046357615895,1,0,1,0,13,0.815,1.055,0.0,24.27,1
11127 ,15980 ,1541 ,7087 ,335 ,1,1,1,2.693536673928831,3.8683127572016462,0.3730331638828371,1.7155652384410554,0.08109416606148633,10.36988968202466,1,0,2,0,25,2.055,1.25,1.075,30.4,0
3 ,103 ,385 ,1335 ,1 ,1,1,1,0.001963350785340314,0.06740837696335078,0.2519633507853403,0.8736910994764397,0.0006544502617801048,0.2675324675324675,1,3,2,3,32,0.0,0.0,1.0,16.333333333333332,1
57721 ,800 ,3182 ,3405 ,31 ,1,1,1,12.27062074829932,0.17006802721088435,0.6764455782312925,0.7238520408163265,0.006590136054421769,0.251414204902577,1,0,2,0,5,0.11557788944723618,0.10050251256281408,1.0753768844221105,9.080402010050252,0
4030 ,3744 ,995 ,30121 ,26 ,1,1,1,1.7847652790079716,1.658104517271922,0.44065544729849426,13.339681133746678,0.011514614703277236,3.7628140703517587,1,0,1,0,1,0.010256410256410256,0.2358974358974359,0.5641025641025641,8.22051282051282,1
110 ,150499 ,1 ,1 ,264 ,1,1,1,0.0844205679201842,115.50191864927092,0.0007674597083653108,0.0007674597083653108,0.20260936300844207,150499.0,1,0,2,0,19,0.2818181818181818,1.3727272727272728,0.11818181818181818,33.96363636363636,0
7300 ,1867 ,3277 ,36077 ,0 ,1,1,1,3.019023986765922,0.772125723738627,1.3552522746071134,14.920181968569066,0.0,0.5697284101312176,1,0,3,0,3,0.105,0.39,1.69,9.955,0
360 ,235 ,1740 ,447 ,4 ,1,1,1,0.17830609212481427,0.11639425458147598,0.861812778603269,0.2213967310549777,0.001981178801386825,0.13505747126436782,1,1,3,1,0,0.8306878306878307,0.9417989417989417,0.5661375661375662,13.195767195767196,1
164 ,2 ,13 ,0 ,0 ,1,1,1,0.03467963628674138,0.00042292239374074856,0.002748995559314866,0.0,0.0,0.15384615384615385,1,0,2,0,0,1.9634146341463414,1.170731707317073,1.079268292682927,19.78048780487805,1
8855 ,459972 ,281 ,386 ,8544 ,1,1,1,1.9145945945945946,99.4534054054054,0.060756756756756757,0.08345945945945946,1.8473513513513513,1636.9110320284697,1,0,2,0,29,0.02,1.67,0.98,32.915,0
260 ,6 ,1470 ,0 ,0 ,1,1,1,0.11976047904191617,0.0027637033625057578,0.6771073238139106,0.0,0.0,0.004081632653061225,1,2,1,0,1,0.0,0.0,0.0,9.885,1
19 ,78 ,548 ,55 ,0 ,1,1,1,0.029921259842519685,0.12283464566929134,0.862992125984252,0.08661417322834646,0.0,0.14233576642335766,1,8,2,0,27,0.21052631578947367,0.5263157894736842,0.7368421052631579,16.736842105263158,0
2117 ,50 ,518 ,39724 ,0 ,1,1,1,0.901618398637138,0.02129471890971039,0.22061328790459966,16.918228279386714,0.0,0.09652509652509653,1,0,2,0,5,0.0,0.0670391061452514,1.9832402234636872,15.11731843575419,1
49973 ,5297 ,1203 ,80019 ,219 ,1,1,1,11.827928994082841,1.2537278106508876,0.28473372781065087,18.939408284023667,0.05183431952662722,4.403158769742311,1,0,1,0,9,0.21608040201005024,0.2814070351758794,1.7487437185929648,11.582914572864322,1
40 ,8 ,294 ,517 ,0 ,1,1,1,0.013280212483399735,0.0026560424966799467,0.09760956175298804,0.17164674634794155,0.0,0.027210884353741496,1,4,2,0,0,0.225,0.25,1.85,12.725,1
27 ,113 ,365 ,73 ,0 ,1,1,1,0.022277227722772276,0.09323432343234324,0.30115511551155116,0.06023102310231023,0.0,0.3095890410958904,1,3,3,0,4,0.8888888888888888,0.4444444444444444,0.7777777777777778,11.88888888888889,1
155 ,178 ,141 ,277 ,0 ,1,1,1,0.09298140371925614,0.10677864427114576,0.08458308338332333,0.16616676664667065,0.0,1.2624113475177305,1,4,1,0,19,0.2972972972972973,0.5337837837837838,1.4054054054054055,16.222972972972972,1
3245 ,5478 ,3613 ,2988 ,154 ,1,1,1,1.417649628658803,2.3931847968545217,1.5784185233726518,1.3053735255570118,0.0672782874617737,1.5161915305840021,1,0,3,0,20,1.755,0.96,1.15,27.315,1
8725 ,666 ,810 ,202 ,12 ,1,1,1,2.1511341222879685,0.16420118343195267,0.1997041420118343,0.04980276134122288,0.0029585798816568047,0.8222222222222222,1,0,2,0,13,0.035,0.99,0.03,10.75,1
24 ,34 ,339 ,1 ,1 ,1,1,1,0.009527590313616514,0.013497419610956728,0.13457721317983326,0.0003969829297340214,0.0003969829297340214,0.10029498525073746,1,1,3,0,0,0.0,0.20833333333333334,1.125,6.666666666666667,0
21548 ,191019 ,178221 ,51754 ,360 ,1,1,1,7.030342577487765,62.32267536704731,58.14714518760196,16.885481239804243,0.11745513866231648,1.0718097193933376,1,0,2,0,21,0.26,0.375,0.93,14.88,1
886 ,664 ,1111 ,5727 ,18 ,1,1,1,0.5347012673506337,0.40072420036210016,0.6704888352444176,3.456246228123114,0.010863005431502716,0.5976597659765976,1,0,2,0,13,0.15706806282722513,0.3403141361256545,1.5287958115183247,15.141361256544503,1
21 ,8 ,234 ,23 ,1 ,1,1,1,0.01370757180156658,0.005221932114882507,0.15274151436031333,0.015013054830287207,0.0006527415143603133,0.03418803418803419,1,0,1,0,0,0.047619047619047616,0.09523809523809523,1.9047619047619047,5.095238095238095,0
7470 ,18245 ,743 ,7527 ,75 ,1,1,1,2.1477860839562966,5.245830937320299,0.21362852213916045,2.1641748131109835,0.02156411730879816,24.55585464333782,1,0,2,0,6,0.02,0.62,1.155,18.325,1
24656 ,18743 ,1757 ,29969 ,157 ,1,1,1,6.357916451779268,4.833161423414131,0.45306859205776173,7.7279525528623,0.04048478597215059,10.667615253272624,1,0,2,0,14,0.0,0.16,1.185,16.025,0
1232 ,14 ,146 ,1885 ,0 ,1,1,1,0.787220447284345,0.008945686900958467,0.09329073482428114,1.2044728434504792,0.0,0.0958904109589041,1,2,1,0,0,0.3,0.545,1.33,14.075,1
5818 ,240 ,319 ,3986 ,0 ,1,1,1,2.052928722653493,0.08468595624558928,0.11256175017642908,1.4064925899788285,0.0,0.7523510971786834,1,0,1,0,0,0.0,0.135678391959799,0.8241206030150754,9.547738693467336,0
13486 ,574 ,1273 ,2167 ,34 ,1,1,1,2.892749892749893,0.12312312312312312,0.2730587730587731,0.4648219648219648,0.007293007293007293,0.4509033778476041,1,2,2,0,20,0.4120603015075377,0.20603015075376885,0.9447236180904522,24.683417085427134,1
5368 ,1316 ,964 ,53 ,8 ,1,1,1,1.9896219421793921,0.4877687175685693,0.35730170496664193,0.019644180874722018,0.0029651593773165306,1.3651452282157677,1,0,2,0,11,0.07035175879396985,0.135678391959799,0.9949748743718593,18.537688442211056,1
475021 ,64346 ,61951 ,72520 ,379 ,1,1,1,101.00382734424835,13.681905166914735,13.172655751647884,15.419944716138636,0.08058685945141399,1.038659585801682,1,0,2,0,14,0.015,0.875,0.155,32.2,1
2185 ,609 ,89 ,16033 ,0 ,1,1,1,0.9886877828054299,0.2755656108597285,0.040271493212669686,7.254751131221719,0.0,6.842696629213483,1,0,1,0,5,0.03626943005181347,0.20207253886010362,1.0984455958549222,16.362694300518136,0
